f_id,i_id,ela_level.qda_mda_50,pca.expl_var.cor_init,ic.eps.s,ela_level.mmce_lda_50,ic.eps.ratio,ela_level.lda_qda_10,ic.h.max,ela_level.lda_mda_10,pca.expl_var_PC1.cov_init,ela_level.mmce_mda_25,ela_level.mmce_qda_50,ela_meta.quad_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.adj_r2,ela_level.qda_mda_10
1,1,0.13617490488435496,-0.12109164714388487,-0.2184497340198867,-0.002870966254724938,-0.08921320909899483,-0.06025979533564357,-0.06982098233686956,-0.003062582821556914,-0.023113706498875064,0.05571719370853295,-0.017626225551648722,-0.1998694109090503,-0.0020370578033064857,-0.06049237419261799,-0.027002706395710674
1,2,0.02065577565104426,-0.16047895959726877,-0.1491564545204629,0.2782885436277294,-0.03985779434861536,-0.0669610596207682,-0.007671672117236683,0.07746003123180606,-0.011703926511902663,-0.1327542106493344,0.004844247188445172,-0.18715041273130584,-0.24911289627304223,-0.05328744787479861,-0.025880854421572064
1,4,0.04609891999331686,-0.1536715376113636,-0.18406896867639033,0.17093799917758087,-0.06098251322062187,-0.06502349679595787,-0.03397481493632665,0.04461853933711596,-0.01558083889912587,-0.030316639474920914,-0.00508445500136534,-0.19941501414768503,-0.16837635652975047,-0.06952325391782699,-0.025246171679240037
1,5,0.06080580824091203,-0.15818867998809732,-0.18183853932722038,0.16649339058868542,-0.061490747672558244,-0.07223601890802145,-0.029476006325606985,0.04724598846553407,-0.01889098057037575,-0.02142149195435361,-0.0037839643104328746,-0.2041041582800765,-0.17351862621141284,-0.05943194105449895,-0.019419224639107946
2,1,-0.18164093917972635,-0.13473778638162676,-0.014288443227507441,0.06276387945855044,-0.10714763457202126,-0.05250069010145392,-0.019730013779604816,0.013458900525175621,-0.004223661661576006,-0.023191901195927733,0.006258671343621125,-0.2560317765096862,-0.09369973972160117,-0.1753295378008129,0.07720138199760229
2,2,-0.2684009776515099,-0.009572628911898473,0.05855721482148507,0.014567357276041304,-0.08916179947141517,-0.1000287595047954,-0.025995067995354226,-0.18433197952632796,-0.005505490756903653,0.09892857523647725,-0.006471532661199597,-0.16884821342687095,-0.04991429699882721,-0.11823744689650117,-0.04857697261301808
2,4,-0.24017306416509276,0.0,0.08287386043934969,-0.10641052305756804,-0.04389822898345086,-0.06767564708216012,0.0,-0.08348298726612435,-0.00298602639144091,-0.26449821980323834,0.0,-0.1846928000970519,0.1271334990057401,0.05576348428776978,0.025016278673280268
2,5,-0.35132281232788487,-0.04554177368623358,0.09353987790003737,0.09690122388570888,0.011887180230933214,0.4868991678029412,-0.11692150354680142,0.01072661041402656,-0.010969174659814174,-0.46216778632657063,-0.028500537350706567,-0.4727862035947795,0.015005457890732044,-0.19314325132311716,0.26379526329394976
3,1,-0.17482171330846183,0.10968957440669566,-0.035594981016765184,-0.1789625022709976,0.036282172917491466,-0.028253183400819053,-0.028657427053576958,0.05396046915245682,0.00985529975482892,0.0603862271568622,-0.01058043672057132,-0.11681125048127297,0.25702906873230347,-0.014072935127800307,0.004959221449278212
3,2,-0.20636249962899603,-0.14147419100734704,0.08421187219093318,0.4454087667157363,0.09163755884171634,-0.092863220374267,0.0,0.07422374653125169,0.011694373347084036,-0.0913550376745326,0.024590785205329112,-0.11950314874152328,-0.13148070355393066,-0.042778534025234086,0.0020619033244669294
3,4,-0.24829587838261857,-0.12045033135030446,0.047494775775704975,0.15975262417587016,0.07282096411279848,-0.0689845766907151,0.034439726675465354,0.08756489668351072,0.013453129272873114,0.0088928822292355,0.012995237398652923,-0.0819899022519778,0.008163914584397029,-0.02143413025626174,0.009574385222182055
3,5,0.05841951065189606,0.1255411558248482,-0.012944739309771802,-0.09237662100328692,0.06204550013866006,-0.023738601928589835,-0.0467467038693575,-0.020957569490575798,0.018359716770992074,0.11150649497367875,-0.030703008349938138,-0.15050839162174118,0.16030385837817046,-0.024346593887823786,-0.025509031114132108
4,1,-0.00798097173661022,0.051062554209409305,0.06666915889538777,-0.11480644414627884,0.06519380992184491,-0.053296466741525175,0.05677726667893132,-0.13068541628440242,0.0041927753203562235,0.1619611370219361,-0.04880442695449834,0.005164417987158609,0.18750392249530187,0.015771019229085373,-0.163638347251293
4,2,-0.32209269679296226,0.01930059605544429,0.08911068444098073,0.10882965776564979,0.07794069448079431,-0.02498238916859123,0.15698941771208763,0.03658089097593245,0.005806926838638413,-0.004614707591910856,0.015394491296097403,-0.034449207586521105,-0.01968533395145219,-0.020979006395829426,-0.010079284148931222
4,4,-0.18841080335444785,-0.007873233389335016,0.07410398561512041,0.06291096528138318,0.07134858601320762,-0.01142740859294035,0.2188362943479875,-0.11152495184896698,0.010679699189469496,0.1453806879498522,0.0,-0.01282105681832571,0.035825495378136285,-0.01281638882824171,-0.024886661052875014
4,5,-0.1658877024562071,0.035546429673427166,0.06449287006098697,0.022482747511233858,0.05884456228683463,-0.054011219453404494,0.14655363345476605,-0.11775328696442158,0.0,0.23627160551537427,-0.008735090654783575,-0.005270950969877952,0.0709612262339539,-0.004213041782834714,-0.18427647504786526
5,1,-0.1507829197080217,-0.1545271962518719,-0.0871656470575467,0.43137673563662615,-0.0182935712572585,-0.05872544258908202,0.028298640729621127,-0.009844336040634505,-0.021609663322755324,-0.3475472123837273,0.037097756345551514,-0.17786788431476264,-0.2013282324702076,-0.014137161255599384,0.04572703545026602
5,2,-0.18081429367089774,-0.1534730324838599,-0.07885689790641459,0.4280186709321058,-0.0059870890938992505,-0.05917175811039693,0.030242059999183946,-0.007190539227296511,-0.020807917131111076,-0.35236801798131273,0.0356262759061553,-0.18619753240133863,-0.20885431857093278,-0.027443878402960198,0.05109561071874402
5,4,-0.2197631182176103,-0.15743805672833477,-0.06650742372891316,0.4176267830550875,0.007366079777537671,-0.05831517921505841,0.02174463143302452,-0.009435970583079656,-0.02349923719913788,-0.32645923840811913,0.04000413642771544,-0.1907329074792543,-0.19241409471354443,-0.021768408439144127,0.05852803628754888
5,5,-0.2027813816718915,-0.15573497323225677,-0.05650648800638708,0.42374420944705093,0.009805112336797983,-0.06187366115164855,0.021837675665318024,-0.017984367474540186,-0.024702217376938396,-0.3091240071961544,0.041799388838016316,-0.1942965988371057,-0.19255347821604607,-0.03685941335444687,0.05844922092949434
6,1,-0.10018978406689294,-0.04008850242166545,0.05937726245119723,0.22410678582674645,-0.051228094579995,-0.11955456477775595,0.0,0.16423115876363403,0.0,-0.2626257091037055,-0.008263954900244175,-0.14943675834945747,-0.2856726239659907,-0.15203065880669087,-0.01713516196846876
6,2,0.0695220309715536,-0.04776500982883558,0.08782185248999538,0.14662840740609195,-0.03877981860295171,-0.14805169396533624,-0.003280154240651978,0.06342432112001145,0.005908888998287343,-0.08716574111117625,-0.0021293514424113313,-0.09711132014465429,-0.31067892472638614,-0.15482621294337634,-0.03327402555380299
6,4,0.07714813212498597,-0.0395672964445363,0.0868434369225731,0.2070718812425768,-0.030297714711623652,-0.08362401056593191,0.014296810988421865,0.1664011808183255,0.006168884783349482,-0.2009064205132667,0.0,-0.16491630574396507,-0.25725499415736064,-0.1415632748022773,0.02807205928443024
6,5,-0.03319185527452076,0.040577260797704406,0.10912769661585894,0.039835623153096605,-0.06209075539434801,-0.1101646848809208,0.013962402550204117,-0.0032413142941586925,0.012399147433678759,-0.07339263107919831,0.0030023737101250447,-0.012231417011848184,-0.21768186039311233,-0.08321223247691892,-0.06926532526679874
7,1,-0.06396669961430579,-0.11078342636995697,-0.06579239403932033,0.24719348201933733,-0.03235705917737508,-0.02474778408710447,0.011522439026116493,0.01186272848144615,0.002365949759130029,-0.03973494353889083,0.025150993208332847,-0.007101524641831725,-0.21809990170640436,0.012568779261238741,0.09971307894449705
7,2,0.052711912755401574,-0.17812272449191446,-0.049365852631706786,0.07781206361139861,-0.008973980856284813,-0.1121554055086563,0.009521912823303613,-0.025944964737401932,0.004328565938233914,0.017367785480369297,0.026898130041066504,0.0387273396379052,-0.28018306913497343,-0.04281464419094638,0.06364128692904852
7,4,0.14050526110586592,0.1078667389216306,-0.08788053232966964,-0.16765357248775525,-0.006634046310934644,-0.1477778454356528,0.05049431120233727,-0.09892916846285071,0.009011242539377406,-0.003396416353373455,0.027051629872693467,0.08656737503681775,-0.3092047260631856,-0.05172754046608424,0.05475991162149696
7,5,0.03058181265335902,-0.14369875113816954,-0.07100956274163717,0.12619468688783336,-0.02495472541377336,-0.13401241040577622,0.014436287992901142,0.017402789686379816,0.00405602692576737,-0.004982971440172984,0.014408580339916599,0.0012080956046031655,-0.2762340545443232,-0.01593357146627855,0.040788518273407015
8,1,0.014715077850012621,0.054170618824172075,0.13645672820408478,-0.0007825828773679062,-0.027340888117343677,-0.07838807140061228,-0.026405874606689535,-0.010687652122865784,0.02034844999009284,0.1103222508412145,-0.0039149199099057334,-0.16692877042675405,0.05769103156317387,-0.06595536176848962,-0.050180657861050165
8,2,0.03109621996398206,-0.003009056947949026,0.14863609196897506,0.03715415526397167,0.024929261466204226,-0.09810117119136275,-0.007212749030370466,0.09794865552964441,0.0192581544425424,0.02557822132004773,0.004624086765570657,-0.1552962640586123,-0.04017609295565076,-0.08790588246319658,-0.029629496874970643
8,4,0.08735792463951393,0.05801836409441188,0.13726227153585452,-0.01622891915664089,-0.026359668588033243,-0.07831003485124069,-0.02818185434293532,-0.013238399526682113,0.02238543855593291,0.09340252828913137,-0.002191874240913605,-0.1659242013891045,0.06692312654026666,-0.06198717702122388,-0.03353352765239198
8,5,0.0644815586280309,-0.006668665196862638,0.1517142524348605,0.03213491010765792,0.03594609797968136,-0.09210180853460606,-0.025276035418605118,0.04607556473378478,0.01817891585851842,0.07264013988358707,0.005592413464056194,-0.14565302926665225,-0.028643394285358083,-0.08758359584666325,-0.03470512622126057
9,1,0.32010912723594814,0.0324867507073924,0.11007272637602006,-0.3342432916545439,0.06064913937276155,-0.057023887056939934,-0.002976140980605363,-0.07255662798626078,0.012562255441953829,0.014330871235196427,-0.03425614223356668,0.05132959816996463,0.1577668910935392,0.07637508406605381,-0.1351490968900655
9,2,0.3089844556353161,0.027481406820766607,0.10661913217506902,-0.32441712794224475,0.06159285981298113,-0.05854136126234136,-0.004993075151544291,-0.07057354194632501,0.012349136679324232,0.015887105492906325,-0.04044366276976333,0.04839857334769604,0.15726788917621473,0.07551463787654548,-0.14844730882560414
9,4,0.3159576918753383,0.03610493683780973,0.10581688949417323,-0.32603793352196964,0.0623617622038138,-0.0570990500082441,-0.004896780400769046,-0.07793958101688764,0.015300768486893407,0.0183271654081619,-0.039199423312168635,0.0566259751381713,0.16072895237438115,0.07546729788030745,-0.13835184300701775
9,5,0.3217909190260567,0.0314261368777565,0.10808004874688065,-0.31903891662562633,0.06554851820158301,-0.05998424136485073,0.0,-0.07641253679479244,0.016404632196342195,0.01508790700393875,-0.03877903991322107,0.051510108814759925,0.1606503497473042,0.0772240609464798,-0.14267478840671943
10,1,0.0449630418097029,0.11102181416493728,0.4168695296531959,0.27056198453131874,0.31613697731950174,1.1513535131969672,0.01047070068577205,0.10743408752647787,0.03916763679270052,-0.10607587242764516,0.09690035434659561,-0.056218032774217,0.1973040771187924,-0.021610239249425067,0.5870650436050702
10,2,-0.136702926498796,0.06083292875055046,0.39795838877214473,0.23147057381013614,0.33162463853914637,1.078343872726816,0.03523578126697746,0.11774550254005889,0.014316090156764716,0.015880776453035983,0.06174290673654936,0.02999886313547906,0.17567520826552463,0.0,0.6105037383509693
10,4,0.0,0.10256277689334914,0.4009020317591818,0.24987662977898517,0.33575400475206885,1.32768250213145,0.0,0.0666172891133967,0.03660886176783995,-0.22999312264213678,0.06955813737898098,-0.06469330331775158,0.24690633073557144,0.0,0.6078510859496191
10,5,0.16295531067604974,0.15136441668863831,0.4642531287818943,-0.034652404957956406,0.3528803547637325,0.16249238005205924,0.07062998851602331,0.22441311900340422,0.05259084996005159,0.08564398144456553,0.13512123594232905,0.5493573911904517,0.024316203057861197,0.3146946024026036,0.3724133829599019
11,1,-0.5478984687361033,0.07771850614512388,0.26059415781666206,0.001579334620900097,0.19804226016715698,0.12364509352542896,0.014452028850149512,0.13577234366605728,0.028725289559887623,0.001935092082515688,0.07098302409491941,0.3192384258101302,0.02992790874299911,0.19881247317807305,0.22908923251508695
11,2,-0.5276655401942664,0.06621621659626753,0.25303039566801844,-0.01952469547672253,0.20387468328870118,0.11179714207178226,0.022546988859644068,0.12792346494524842,0.021066564489878814,0.012430856144544533,0.07303877433258799,0.30493151937186924,0.020909588720274097,0.18923439895281424,0.2084041166204862
