f_id,i_id,ela_level.qda_mda_50,pca.expl_var.cor_init,ic.eps.s,ela_level.mmce_lda_50,ic.eps.ratio,ela_level.lda_qda_10,ic.h.max,ela_level.lda_mda_10,pca.expl_var_PC1.cov_init,ela_level.mmce_mda_25,ela_level.mmce_qda_50,ela_meta.quad_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.adj_r2,ela_level.qda_mda_10
1,3,-0.018985829631294637,-0.17485826579757707,-0.14281390068123884,0.22299429987151215,-0.02625586600206875,-0.041678887748487325,0.006345993630639202,0.052140211643031176,-0.012536183114570887,-0.06915087945878434,-0.0019115778879859047,-0.21182831790474504,-0.18914302172069242,-0.05040413754274964,-0.02640140561115234
2,3,-0.35131619851306906,-0.040931035742647226,0.08001891456384869,0.09286056030648826,-0.007273291137304905,0.46029435176961736,-0.16946750991295711,0.0,-0.007184046513716402,-0.48199929446813683,-0.04355617427148173,-0.476148583397065,0.04107146331043254,-0.21668315455854203,0.22924980365860292
3,3,-0.26912997637090197,-0.14393756702134314,0.06856136901879795,0.1642964637351301,0.08134369975549016,-0.10376915916864715,-0.027365164915076512,0.08633425960582997,0.0,-0.17543628158428595,-0.004850837209336045,-0.14720789599131934,-0.07398274447849268,-0.03532752190000005,-0.015051904094014468
4,3,-0.19588099644097048,-0.1105167487322851,0.05090134840251193,-0.004598961259978454,0.07298433292243409,-0.007532837033792164,0.03663865170211487,-0.05802515979883305,0.0069535977235032145,0.16109192704745356,-0.029678428624962866,-0.10938601116918745,0.09354278637488683,-0.029827761617739396,-0.03918482238225002
5,3,-0.17577666822499932,-0.16071767764831302,-0.06895332201247784,0.42221139183813605,0.004383618663360234,-0.039326228124436785,0.052572684071128306,-0.006973847788236898,-0.018273161934557858,-0.33412793351597603,0.031038472670298245,-0.18781763694010134,-0.18705101844418087,-0.015501857815639508,0.04897830054842056
6,3,0.007001554209197347,-0.05778680467266467,0.0749553653377954,0.14996129241844228,-0.0526518684633791,-0.10709073120734722,0.01512620839227602,0.09409924164429673,0.006323131871859677,-0.12842368824294745,-0.008428521446142256,-0.1519080459875054,-0.25552379405084386,-0.1543002094816874,-0.05124263131016038
7,3,0.22883920938581423,0.14171507184742704,-0.06391915489370521,-0.3338467931569203,-0.01634697549167886,-0.10658383138740006,0.05563627602082677,0.02389153086975009,0.01544946882471572,0.05299629402662685,0.040098737067892014,0.2090469014864791,-0.22507903266398008,0.01915737878734708,0.07397019715145536
8,3,-0.013890998530696017,-0.04545351259969464,0.15473822742744062,0.013003131430145701,0.027668862754779002,-0.06664932670816522,-0.001893394789299136,0.06319126210821505,0.01609691674616778,0.08516094583116719,0.0038477334202095814,-0.16765920455173133,0.05211262402300428,-0.06122427152627018,-0.039656456831156
9,3,0.2780529553531368,0.030153438930419774,0.11573392146915401,-0.32703572761868793,0.06546744133371415,-0.046104681195298286,0.007285685300561173,-0.07102491284025031,0.010098445009164153,0.02989741962787068,-0.04930428442149465,0.0565864279905442,0.20339187758777194,0.1109840528083686,-0.14098769044109954
10,3,0.13468989600999193,0.16671316065011,0.26118293278268867,0.001703917435787572,0.07470540287562988,0.09105798109013263,0.07034989282356674,0.10366809554261369,0.03805860491361046,0.052951553695133824,0.08522925263533476,0.2994470197117989,-0.05336743922380638,0.09209681326740693,0.2832287142782064
