f_id,i_id,ic.eps.ratio,ela_level.qda_mda_50,ic.eps.s,ela_level.qda_mda_25,ela_level.lda_mda_25,ela_meta.quad_simple.adj_r2,ela_distr.number_of_peaks,ela_level.mmce_lda_50,nbc.nn_nb.sd_ratio,ela_level.lda_qda_10,ela_meta.quad_simple.cond,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max_by_min,nbc.nb_fitness.cor,ela_level.lda_qda_25
12,1,0.030524817433661866,-0.035258233383487436,0.09118412933069926,0.011977141942523572,-0.060077753530038164,0.2485976331428716,-0.22375006971867928,-0.014210569122122768,0.013361692264522836,-0.08610567814111635,0.013049144246666035,0.011977386854309702,0.0,0.004875459876229445,-0.062399346182247684
12,2,-0.03985977612009506,-0.054549141189543834,0.05611787255046624,0.009470125821708295,-0.07968656937580507,0.23135354959544752,-0.1332680533124281,0.03946474892862843,0.017270227422721926,-0.10676053609894905,0.01450730636101507,0.02580397604001175,-0.008818305092246868,-0.06600975711100006,-0.07719101977964879
12,3,0.012643396653616232,-0.04446117503139095,0.01795580559765189,-0.05348897677485309,-0.012513392054986236,0.16927573180584168,-0.11603669543956673,-0.04128655681599058,0.006244411584494777,-0.06982896898901278,0.009032862977795847,0.0160545695048199,-0.01309363546945802,-0.029853471842043913,-0.0343789088754366
12,5,0.05214044550262603,-0.02060308137629012,0.09932944148191115,0.024203476587523753,-0.043706472041392275,0.23913249551470797,-0.10435902134831684,-0.011114859621761716,0.017543507110114348,-0.07771679343546117,0.013071902650068856,0.014556042369833572,0.0,0.012911129915958205,-0.03787383577471687
13,1,-0.0019348613287592104,0.03131093129918368,-0.03395582259088606,0.0015360190966611786,-0.03936435634272345,-0.15943508197432937,0.15847609697386783,0.10318521476735015,0.03955230214143961,-0.21431298438243393,0.006844757547566194,0.06532445519838037,-0.023638410917325936,-0.10950456234856679,-0.014678475889213283
13,2,0.0035682915750566285,0.01794799786773267,-0.03147110797373104,0.009143355883785176,-0.04039265550114174,-0.1924829659846033,0.15311880001601602,0.11999047145720837,0.013635441200720577,-0.22020474489817055,0.0062493403978757245,0.06469381482806495,-0.022709746840710213,-0.12535091604977866,-0.013934725745633592
13,3,0.0046900733621104106,0.17158640749935736,-0.0277266878794103,-0.08338684719088452,-0.02630388026023759,-0.033393621903317,0.1439578214875603,0.016614892718031706,0.0,-0.14664773843761403,0.007148918251546527,0.05807374412536502,-0.014342061895059051,-0.021696747394799626,-0.023547010696249426
13,5,0.0072999843247393975,0.17094269146981697,-0.02314212245450202,-0.09642243331501088,-0.027074870431450612,-0.0407430889900487,0.13971810300424709,0.0031436366814256503,-0.0014534436103361692,-0.1259365164534643,0.007637386210160593,0.05782902098399857,-0.01333676307077828,0.007780332847663121,-0.02320887920331724
14,1,-0.08810459340962881,-0.05525993876734858,-0.10124930452504771,0.013883922832627293,-0.032012066083725366,-0.020132047038372458,-0.1107746928640636,0.07278545068388781,0.04610929754708984,-0.191340144308498,0.006297098464384587,0.049266049800544054,-0.03952574400942438,-0.20773390315159407,-0.022431313668139774
14,2,-0.09547784687243233,-0.17621219453223314,-0.10110563808435014,0.004907764079330912,-0.0018755401523440351,0.023421839374374476,-0.18363968241713824,0.038970727808084915,0.030956277585847458,-0.21489343781115766,0.0060410416721473625,0.03781964699398355,-0.03719985634945411,-0.18392380325191293,-0.018108828747576244
14,3,-0.10029824174248689,0.04956998728146281,-0.11452223106920156,-0.029603696501350196,-0.03462623679684507,0.09261024903295087,-0.05809428436379144,0.010556869460944918,0.05895915652685574,-0.20261607341670074,0.004880879404793592,0.036948611751942584,-0.028162186473773443,-0.17064125037315298,-0.02985561436110945
14,5,-0.0670992076078365,-0.09997610036137705,-0.07504500650037593,0.016882389234941175,-0.03375157458680572,0.03348244734632819,-0.056383314937402396,0.061047251651750734,0.05417383644263238,-0.15593497720982832,0.0061456385770616295,0.05358151780096759,-0.03208698050451969,-0.19590772481223134,-0.019163626026132863
15,1,0.012031266814935049,0.03829656498304461,0.0028206810038217886,0.014592465390047504,-0.04019354840631271,0.045522493275789874,0.054658851134014926,0.04313669716990974,0.06890351431819955,-0.06274233692168601,0.00742619201416779,0.06711735742463203,-0.015538645132011676,-0.1742372269571259,-0.011603411244912737
15,2,0.004081671693843561,-0.0013704159849526748,0.016232966565742926,0.031118941215074164,-0.036933308640807204,0.15258305967698582,-0.04619983840844128,0.08447706459955906,0.06916929589134473,-0.14921340796783422,0.01229568292612597,0.06244241092277515,0.05524357976965305,-0.1220586791007863,-0.013574786956778523
15,3,0.02773553037761116,-0.06056492321274762,0.04955049182756907,0.04436781766869344,-0.04899458520748455,0.1599407219075199,0.06585490361324467,0.1385491483766576,0.06612756086260552,-0.11219235024826621,0.012405341386943769,0.06464995783782196,-0.03945900936335857,-0.12619087706258905,-0.017322655273074944
15,5,0.010302333723619106,0.10361475242974569,0.006636869624559311,0.00842311053507655,-0.04036603374346415,0.17465290442648512,0.05357634616679027,-0.017983704760103164,0.10667303894003025,-0.02098595485775695,0.008761965922212428,0.06235062943261552,-0.0034319978131740897,-0.16449584414027923,-0.008010363647171226
16,1,-0.053505412559909635,-0.003930363732255554,-0.06604842711169705,0.08840460902506725,-0.07064893200648976,0.03151979133355769,0.07898297077957914,0.009864814269681554,-0.16175229744364183,0.06780314932072828,0.0032649910980063757,-0.002993878210114015,-0.016712268473162484,0.37422961193976634,-0.046323799663923526
16,2,-0.05556068321139812,-0.005083917931072657,-0.06350979096370551,0.0856101252439875,-0.0677618378409033,0.028181180866997085,0.07798558674488523,0.007115817563753429,-0.16008416968035144,0.06841483311821439,0.0121514724962698,-0.002601941238522032,-0.016556799142525558,0.3696587631250972,-0.05075859885608747
16,3,-0.0521301062589819,0.0,-0.06983929292581371,0.08500512137683919,-0.06595533641255648,0.032405305841899684,0.07720787966485182,0.006146850349206812,-0.15608719243764924,0.07092526042188238,0.008582273756864489,0.0,-0.01941835723994345,0.37068117078477936,-0.05104311620715929
16,5,-0.050733859704013756,-0.003743201591875675,-0.059831770814770674,0.09005943314639969,-0.06633041438767677,0.03207322136659005,0.07718848498642564,0.007391385808394185,-0.16254967059066866,0.06335222904191609,0.006170782620180948,-0.007308452779637126,-0.014254980911407797,0.36660245913991973,-0.046599092762781846
17,1,-0.08659951699382179,-0.12114588916743485,-0.07876558265204936,0.0,-0.030558246736213046,0.0945985630092121,-0.15163549324554143,0.020595960808178604,-0.022521173600658473,-0.04317228521896155,0.0060052295807602185,0.04918123256531476,-0.042729075216112244,-0.21830571289150336,-0.0360492275238411
17,2,-0.16641721256790054,-0.0319597706359287,-0.16173421830911594,-0.010684217643791405,-0.0783457281519403,0.11914652847074414,0.04691380966975106,-0.02873520854000511,-0.024655975719006684,0.08737469551657942,0.0014917035059244799,-0.09613929187288944,-0.023828682198202167,-0.22388631069610665,-0.04434071415936969
17,3,-0.13460912729358232,-0.10240083868640698,-0.1418739443739549,-0.027378458453886312,-0.07945599061717357,0.015762695865832288,-0.05402584482430289,0.04213352193170328,-0.03179419665250016,0.04290945831669363,0.0,-0.03459976629632583,-0.041368506998309185,-0.21878716972210654,-0.05766369617965905
17,5,-0.1707667828251852,-0.030743766593909427,-0.14577407826214295,-0.022932752509968513,-0.08370212001237903,0.10188926425930483,0.03824668601057696,-0.08754565654027546,-0.1627675765538919,0.07532609270529683,0.0,-0.06146732046732023,-0.037498002213506354,-0.19394213801667226,-0.05336676936032003
18,1,-0.015729768745361278,-0.12372021136326594,-0.002408671271673213,-0.0012179296129843364,-0.03176152904974297,0.1062305892050831,-0.09909031454432546,0.024789625642002044,-0.017624194906025153,-0.033827824417688696,0.008701331720115502,0.058903681113053635,-0.02962773546437361,-0.21289121250687862,-0.04234448810372132
18,2,-0.08873161123988046,-0.018261422814858597,-0.08337453195787761,0.005997693801676363,-0.07394008037117894,0.12072661285816833,0.05687068843255444,-0.03714453779117688,-0.0802728048956049,0.07233125214190592,0.005673157421895614,0.04962576290719284,-0.03231237582472496,-0.21472837651511278,-0.03818618750465319
18,3,-0.06094441142946089,-0.10098031224793974,-0.06949005281839049,-0.030294707513243924,-0.07664337166212845,0.0264080029638947,0.0020801274301343597,0.04133740604562758,-0.02674086045718596,0.04632226119767757,0.0036890993171790343,0.05833785250885509,-0.04770823700556945,-0.20902967398294298,-0.06082768101781011
18,5,-0.09327960981483911,-0.015535359940080928,-0.06767297562694144,0.006272898723320874,-0.0757409049392129,0.15475390328899474,0.04752432945381865,-0.09587865581186347,-0.07334681009558097,0.09981552339605622,0.006083579594721583,0.047309240078467846,-0.02821095979773694,-0.18597599398644354,-0.039761656241820154
19,1,-0.07889257998086954,0.171690627996682,-0.09416476261820879,-0.0009274201335163525,-0.08508609965929642,0.08033143520809459,0.07481988945088201,-0.2532285227174058,0.08741668910674319,0.13804247294845207,0.0036823644051093563,-0.011845209952606774,-0.01908546420562414,-0.04715272535209471,-0.017437394129570898
19,2,-0.07717024929504963,0.14733091589099362,-0.09439474353177825,0.0037634668316243493,-0.08922713179425171,0.07090631469652303,0.06739792149547554,-0.2353958035384525,0.07766700646417092,0.16056441558603235,0.005029518046004017,-0.019443386428530735,-0.004152282202674457,-0.029328838854896174,-0.019436761973779967
19,3,-0.07436076846401796,0.16031140748154366,-0.09298507020657575,-0.004631206480678125,-0.08579120740704434,0.08265821888614314,0.06640344963823651,-0.24068514142719424,0.07033629987441578,0.14397844724289827,0.005311888096676546,-0.0169183920017654,-0.01591588052258345,-0.03581341845663982,-0.01820645931224551
19,5,-0.08114084771287056,0.17414697049022426,-0.09637325786806135,-0.003830378445590237,-0.0833430123637586,0.07444640576877763,0.07563406947641997,-0.2592062334768588,0.08562272697995986,0.13887129827911734,0.005289016795934508,-0.018995534761020425,-0.0199823183361639,-0.033472914387709635,-0.016018929073518345
20,1,0.0619084412895716,-0.026978390730012264,0.08126938326250505,-0.023710374622062214,-0.032380385119505056,-0.2577245956852463,0.06953428312950194,0.043243517520304975,-0.0717350337804186,-0.19971840312052896,0.011034907645120606,0.056163039756607136,-0.0045315708370717855,-0.13847921557585058,-0.020258584362229937
20,2,0.06595312232769757,-0.026333766989234036,0.08214474210567216,-0.01985192331130864,-0.03640607269216023,-0.23949585274177276,0.025897592773293954,0.04087887646324012,-0.030956302127583324,-0.19606941035556394,0.008800013259530892,0.05727137720625139,0.015229384707629134,-0.13566894534228577,-0.020610378465551693
20,3,0.06421859319815815,-0.017475643962679532,0.08039944273724925,-0.017695778034618248,-0.03061778807677401,-0.2564226437305987,0.06799307053282722,0.04297650291226951,-0.07436594901805693,-0.19982306430285532,0.009021454632222758,0.05840474420329078,0.00506919865504224,-0.13315770248600492,-0.023580529306581832
20,5,0.06373807724700453,-0.019162778406649594,0.08274859746207727,-0.021009438017864535,-0.038793304983663845,-0.24287938145018814,0.07387398687215363,0.0463356915891861,-0.03896747093895249,-0.19100851367155278,0.009678961271858327,0.05886922997623251,-0.00609036101297572,-0.13520728418107616,-0.019348399619401158
21,1,-0.12368781700217728,-0.008683271513336588,-0.11378303659507777,-0.013818469357838856,-0.06274613663853713,0.045254278847564194,0.019679785061961066,-0.01883270156270203,-0.1406869952189774,0.07381008215063857,0.003935813600404653,-0.32411355235345096,-0.01287717005405381,0.46528406508360864,-0.047803849682909516
21,2,-0.12037607961108612,-0.0011546223932390742,-0.11463887689803341,-0.012841985929782529,-0.06635699652036672,0.045245020788446555,0.022426901437812632,-0.018419449506057423,-0.14729519030854388,0.0707956620213077,0.005244729885051841,-0.32415485796721966,-0.01085502022786139,0.4599099052442576,-0.04702489786377867
21,3,-0.118620304426814,0.0036917987449484324,-0.11645116334623812,-0.004658708619890178,-0.0642395472612356,0.03238303451673544,0.021768581787975277,-0.02079701838453195,-0.1507270335157248,0.0750150413927318,0.0,-0.32265382240942575,-0.018494499231552636,0.4944649167399442,-0.04355617164935799
21,5,-0.11723746238155876,0.0,-0.11164092768364592,-0.011088331165421919,-0.06700178084605204,0.03476994123762825,0.024421900904491728,-0.015959662821344228,-0.14544284653187523,0.07364368671556878,0.0033884404593839124,-0.32979347207774234,-0.019965918089977636,0.4925406101270203,-0.0494436932230124
22,1,-0.15146088064212498,0.028182067739592767,-0.13511940555314722,0.004942094124278748,-0.052926774378586394,0.0868747379436977,-0.07192074339968112,-0.03282798524852343,-0.09994595563299533,0.09723894043141867,0.003199850878646285,-0.16607077212343715,-0.012919971075846276,0.32685854779825824,-0.03448981298113357
22,2,-0.15204092231532873,0.0028109791161988057,-0.14493345254913467,0.005687911451345604,-0.053903289802521445,0.09417605854224678,-0.08738857991853702,-0.025476313987277774,-0.09732820252791652,0.10158969895660067,0.0,-0.1226020644393837,-0.019620232041108937,0.3191180110405384,-0.03036503002918578
22,3,-0.1440255504182646,0.013031657956222235,-0.13313813339737218,0.016131742822812142,-0.05364046793198467,0.1168747241423716,-0.07460269953908569,-0.029928496502859645,-0.11042932186446856,0.11271075416094183,0.00372486630054571,-0.08991920838601017,-0.02687337258913726,0.32730472255649473,-0.025414597383719928
22,5,-0.13638502538248393,0.014565903358567152,-0.1279426575646231,0.0066954420609267595,-0.056918349625021285,0.10983992287203065,-0.06717225722996162,-0.014666088901752396,-0.02712574649819631,0.12174281516761881,0.0034478695065766757,-0.11027021212496069,-0.01680128363467994,0.3804324454451735,-0.03221872122582903
23,1,-0.09260826806437951,0.0,-0.09934132346621383,0.023225626367115865,-0.06208779437248334,0.07358023056477891,0.03594485686596405,0.031162924312130316,-0.1856223878261012,0.05247309604458628,0.007461401902199627,-0.29791328340025786,-0.014638929045021773,0.32514368625088275,-0.04742363337585043
23,2,-0.09182576960422476,-0.004723374275306058,-0.09988087046810318,0.02172188515532214,-0.0551802083226985,0.06924613653155504,0.033203412834189414,0.03401088361751135,-0.18146717815861535,0.05576544693190829,0.0,-0.2967690590061698,-0.009299208879946147,0.34106740887533293,-0.04361640248257925
23,3,-0.09347431870162595,-0.004492395424198312,-0.10141666430486995,0.022663633117461245,-0.05679952476760425,0.07612556644283003,0.034934765325678394,0.030666278245856854,-0.18489805048125682,0.06234615255173889,0.006175455070234939,-0.301879759523103,-0.017980278869525676,0.3342938653518436,-0.04355115300096357
23,5,-0.09467593602948614,-0.0036613221521296507,-0.09629776927784635,0.021820363328074605,-0.06090042507305882,0.0725329940295827,0.03606004172941239,0.034749612676711145,-0.18802278451742582,0.056751593066591506,0.00436221791721067,-0.29530578640480043,-0.021275540893706424,0.33285582786189694,-0.043792625510669314
24,1,-0.024624776220893374,0.25491300157568464,-0.0543291587143665,0.04403408808380693,-0.05266021221202122,0.03558115714524279,0.14096255993674123,-0.060919891216268174,0.08705961552153496,0.13262018932745223,0.011465258311241178,0.06385424966599296,-0.014784950379516548,0.30331420407372367,-0.010477167845177604
