f_id,i_id,ic.eps.ratio,ic.eps.s,ela_level.mmce_lda_50,ela_level.qda_mda_50,ela_level.lda_mda_10,ela_meta.lin_w_interact.adj_r2,ela_distr.number_of_peaks,ela_level.lda_qda_10,nbc.nb_fitness.cor,pca.expl_var.cor_init,ela_meta.quad_simple.cond,pca.expl_var_PC1.cov_init,ela_level.qda_mda_25,pca.expl_var_PC1.cor_init,ela_level.mmce_lda_10
1,1,-0.10892061880570014,-0.1702393872492678,0.00890390767563537,0.02596513266591055,-0.08484339697581439,-0.009728782981777429,0.022340508891660116,-0.10494465841130118,-0.13441244150245585,-0.2179020497170917,0.007529315550238114,0.008134773808111229,-0.038596090981448505,0.0829536417222213,0.013522307134029687
1,2,-0.16077890262149974,-0.20996485048389196,0.09072268621698265,-0.013438490810700365,-0.08303206851268297,-0.15707550906380136,0.07679317386140228,-0.09607612496592577,-0.05891508719372235,-0.2347899349059933,0.011730556858279728,0.0021305444490618552,0.012446326345046194,0.21436293080859994,-0.11555056099032324
1,3,-0.16533121083764182,-0.21632382735643346,0.0939056113178447,-0.018507524604229497,-0.08557188728609172,-0.1595838095579541,0.07665850313691358,-0.09019126522978332,-0.06740313155265343,-0.24596504541660297,0.007111872338069092,0.004632122538637318,0.01568670936536598,0.22269659066411238,-0.07223371258598377
1,4,-0.15259307521383048,-0.21625448416025406,0.07597049025850544,-0.006098634373950196,-0.09708707006107264,-0.12279759865545764,0.06074125424445881,-0.10675297592101057,-0.09388567509424539,-0.2621874942309439,0.010571210354453298,0.011856695360615621,0.010140993077472571,0.1936031235882078,-0.005137774339919132
2,1,0.004453474460566598,0.04020181995118788,-0.00737436441789463,-0.12343611373610974,0.12250693945357599,-0.017920768183525726,-0.03472572948060321,0.013095484198707097,0.008742657843682722,-0.1106883765090807,-0.6227297843037449,0.0030893756895087887,0.003210788108424456,0.0,0.021461135923370733
2,2,-0.051935457840065424,-0.009761216337244638,-0.0018158367835919287,-0.13821592079378786,0.03951638032472571,-0.014925577530927048,-0.011896782508573844,-0.10895719459852526,-0.01904714026800236,-0.09276592071676959,-0.25998019401892236,0.0040431013541527006,-0.03474329773851903,-0.0034315728738617546,0.004078761093641359
2,3,0.06305155787510541,0.09794023320130818,0.049842583131417706,-0.08750355025458018,-0.05588355071163592,-0.03793924142196631,-0.13228274602678292,0.27647769484293216,0.018626812817990168,-0.07376431409095419,-0.8302827267437841,0.0,0.0,0.048229784610866466,-0.03669028323779011
2,4,0.0,0.027668449514808402,-0.04707167769999665,-0.0866625905459098,-0.11371579307640178,-0.0014718594999224566,-0.0061147465578992866,-0.018935618899156736,-0.07224368222833544,0.020260472110277816,-0.22712458685251657,0.0,-0.12795623234613496,-0.04332304029663597,-0.0034716730419140918
3,1,0.015089448960945898,-0.013104599553113369,-0.08773015757176232,-0.16394202651684073,-0.08477998817081053,0.12793453128356613,0.022758783800744038,-0.06734707365281863,-0.1271559655229674,0.16366957279864847,0.019046007303056237,0.0365098742549552,0.043812288055394485,-0.02076917395196741,0.04979439597668098
3,2,0.03462403531285715,0.04551831416095179,0.153221923335273,-0.11431822717986784,-0.07733863549633341,-0.09002508609586247,-0.12856556994912363,-0.09223888987795041,0.06201947918651021,-0.21219035771164604,0.028807519788788108,0.026643910756927118,0.038838428943745895,0.1704253559286476,0.06523365403339593
3,3,0.06927908540455721,0.047729033895033315,0.06758988169419053,-0.17351916571996664,-0.07208925077128223,-0.06445591904594059,0.027472506317388384,-0.05520024932210578,-0.03237640553971987,-0.12857459565174406,0.021539189923260343,0.0242296487610853,0.02204292403788727,0.15757120749416934,-0.07290335063058509
3,4,0.047666520192182545,0.030886292630687293,0.06996955453286677,-0.14282021587242533,-0.07336679812825089,0.02340905293516846,0.016896871217897,-0.1129483259313816,-0.033986094347321305,-0.12740304256792453,0.0261039506230575,0.03441300638196301,0.042801405566943576,0.12424352821930845,0.05008378728186569
4,1,0.06264361562012309,0.04871512672861282,-0.05633491238234707,-0.03722537049541745,0.07081623862882573,0.06385903889719743,-0.016760851229278353,-0.1448593188570129,-0.0657392914511206,0.10740153744794176,0.024720263722745314,0.033968450456268756,0.051153181834637795,-0.019483473849231034,0.08970800574323086
4,2,0.07576380077017542,0.0645343986822186,0.044092846581686836,-0.13178681135645715,-0.038695415355057015,0.006143658202697355,-0.03504515774213124,-0.1156491410828334,-0.010312513574799126,-0.034726075457954905,0.03254656763076362,0.029709542377866847,0.05211121161486334,0.09264026729460499,0.04433326915774868
4,3,0.06571466137695806,0.04367628608021397,0.03092001124062084,-0.10650499786160465,-0.011042185006764137,0.022170504546552134,0.03227337175748797,-0.10064091748004324,-0.03744231895463068,-0.1232598377970424,0.019158566830601284,0.043544584776052435,0.04576539502373202,0.12296156124891038,0.050432695938132655
4,4,0.06667306404400514,0.052593114226964485,0.043001955177997986,-0.10808511421432485,0.05325606625345804,0.038213228826861886,0.010401438919444991,-0.11431294224985579,-0.010017037726488029,-0.04534759697665018,0.03177153587868278,0.03369065686001796,0.034166473083309425,0.08188095536868793,0.08403061955618712
5,1,-0.13584131773264627,-0.1685537264697059,0.117043604990136,-0.10587059163633139,-0.0747409077034197,-0.13445422604306415,0.041782399181392815,0.003678349376768697,-0.03361665429672933,-0.13927973978650762,0.008702250909990716,-0.007109032392102588,-0.015015349789179872,0.1627592443572853,-0.2162290481792135
5,2,-0.13006573991207826,-0.16352086504144395,0.10331941107620313,-0.11771836868980923,-0.07121910008611745,-0.14053289537077313,0.043461456721618,-0.017458356760975402,-0.04221475369890815,-0.13396044111823227,0.006109544664375022,-0.0036233167571547154,-0.020352778249110803,0.16094759396382685,-0.22267654107243573
5,3,-0.12833039317243328,-0.15388440200700026,0.10118510070310086,-0.10177612858280172,-0.07226457964950739,-0.13847063212429087,0.03472647792904793,-0.026965548248305216,-0.03895441018251514,-0.1359647614666148,0.008690227540018525,-0.005515019999552062,-0.026268323109410907,0.142863955081453,-0.21718651080005458
5,4,-0.1296093314773363,-0.1537521288747769,0.10142969627682175,-0.13367962401305017,-0.05016807488903788,-0.13332929128624424,0.03809659605664595,0.007168625315387728,-0.03953964396504189,-0.12387578857056358,0.012208441551708582,-0.008273056609699014,-0.020912532813386897,0.15077888514267157,-0.2290432764484832
6,1,0.11645304530910447,0.13053576739815803,0.04611867266445202,-0.10065665672140736,-0.0841116699828102,-0.16156651099420186,-0.26062290474122085,-0.06053339040537303,-0.005186130565216357,-0.16658116725653666,0.0210482306807718,0.017450561341531085,0.016604466580546567,0.1008301815649462,-0.14549521570012008
6,2,0.10046130110775767,0.11783797207847263,0.03858427569931244,0.003770854697132009,-0.08047297185917957,-0.13165280810776564,-0.29551732231436345,-0.13711245094953078,-0.02321043035369605,-0.20108081325951296,0.023913076173216863,0.018178202642399333,0.006233313213138941,0.08189253405531965,-0.069181528514978
