f_id,i_id,ic.eps.s,ic.eps.ratio,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.qda_mda_50,ela_level.lda_qda_10,pca.expl_var.cor_init,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,nbc.nb_fitness.cor,ela_distr.kurtosis,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max_by_min,ela_level.qda_mda_10,ela_distr.skewness
1,1,-0.16133614286397369,-0.11624126795248618,-0.05340977345579062,-0.008399334463817881,0.14772610253136753,-0.08532068893231481,-0.08918673503478869,-0.07688556178112477,0.0,-0.002267062129757358,-0.02276973062192289,-0.006642815104949296,0.019966064110349735,-0.008670512519845547,-0.06542495460640196
2,1,0.012787590039313068,-0.013584244005034107,0.0,-0.021153956335063395,-0.10712455555458916,-0.03869750885857065,-0.061321533355009616,-0.08061601690793074,-0.21746515463195482,-0.032425719814588416,-0.009859602613689789,0.009204248962609074,-0.23691097798940464,0.07472317488142055,-0.022917603400293474
3,1,-0.049478998964155016,-0.028546527260420833,0.012323753801116805,-0.05150929296869858,-0.21842256574619973,-0.05159672925070374,0.004235108915846289,0.18434705027316936,0.00606879565687618,-0.031820346379909506,-0.020188709356961237,0.0776707452655362,-0.017849544131746664,0.01940758782541792,-0.04196629782598943
4,1,0.034573479465990375,0.034551405043347645,0.021873206500454545,-0.03340448298874986,0.007229123761447,-0.07368287331254958,-0.006426093679919177,0.191688634733643,0.01606320783267967,-0.08468741240398386,-0.016178828881604157,0.06998104637091883,0.2277790319305528,-0.268502955619595,0.003574998686635078
5,1,-0.1616158161752992,-0.126640020658338,-0.0039031295190514737,0.24829297293552977,-0.18826117124099712,-0.040382077775743014,0.04553308077664542,-0.25855570057729704,0.0,-0.0600836973136647,-0.01929228700705088,0.0,-0.011926839825000868,0.04660666268920011,-0.05360716847039748
6,1,0.08059627146729073,0.04704474047475021,0.04952764823702793,-0.005820179507962514,-0.14049974774471546,-0.10656634883826721,-0.029478627458952772,-0.282310091246819,0.006948256688950272,-0.0673158804785271,-0.015126609328315527,0.04283964264790241,-0.0015935527521757364,0.006597668716110228,-0.047156422556789646
7,1,-0.058620281110033486,-0.042920942244899556,-0.05410560080137436,0.08067550859699307,-0.0826569133633154,0.17187120265448147,0.059018512593448744,-0.15900205548560847,0.01513251250613884,-0.050296073074085124,-0.006619431902580061,0.03561672571372869,0.016991850755384577,0.2093353401470207,-0.02137830878055963
8,1,0.0690786134625061,0.01888643501942619,0.005598810634712584,0.008223975419093171,0.021746482676014152,-0.10499662650829825,0.04323448618911237,-0.03833373725480236,0.015010206838592059,-0.06562125638008673,-0.02037179992219057,0.05606136823633923,-0.016925228603908552,-0.07131868926164994,-0.05861718499428446
9,1,0.062077187896374196,0.039465381062759236,0.004853093646561335,-0.17878686725705134,0.5609075970823643,-0.1202089505559048,0.015757953973315225,0.13086097409971043,0.012263595043292191,-0.046781904463554694,0.004685961417539478,0.04923855535410651,-0.009772503567298474,-0.2962481151063586,0.005116864404507204
10,1,0.4559130385586345,0.4504957946117871,0.0,0.06570345198638883,0.0416979751573292,1.0650377209266562,-0.026617827159621577,0.11890111408272741,0.06454193987305823,0.09888816414482382,0.029670448208569233,0.06923364959712774,0.04295703009363461,0.6705968618364977,0.04964164516478986
11,1,0.3152855102037802,0.2836259730049291,0.06050558676640039,0.05795028453415907,-0.4276825103515064,0.18376978471355698,0.09897152519916808,-0.01793426540612053,0.022495735392410898,0.03493033744179552,0.024570470118675525,0.04261283814051697,0.030550662462382805,0.38429033586097394,0.04513723506954559
12,1,0.01961506374586354,0.0,0.015554678223091152,-0.010111985455941629,-0.03987112025417771,-0.043550970401438786,0.04385383878767379,0.04723851117223261,0.0037276654906658394,-0.03386318483385571,0.03799977036377973,0.019757259255615993,0.005923455728541992,-0.0031140514407059956,0.028252923378466605
13,1,-0.04000917243624608,-0.009611604918812078,-0.0422933243907547,0.08895238886185652,0.05402271896551569,-0.10801524542071242,-0.025225283824367617,-0.26394759198761414,0.0042458857642865,-0.05750140278966598,-0.02186934458284251,0.051398702421977555,-0.003497406184024221,0.03042020226656661,-0.06444893476702646
14,1,-0.08918668170121535,-0.07590166297440143,-0.014260255150030265,0.07015183355144605,-0.08332566618880255,-0.1136686398258328,0.0,-0.29667798011722457,0.002902944280211539,-0.08115633012231044,-0.01056380013003666,0.04361679826030784,-0.007719617064176676,0.022379685189759857,0.0
15,1,-0.029986179551374045,-0.023410003436367142,-0.018076532085168684,0.03654054711434,0.12842303689682538,-0.04915591096105948,0.08548656102423506,-0.11483175921574784,0.005867567197509069,-0.07359740940791704,0.011248944733621896,0.07105496183486953,0.0020371878765118243,0.051810690141796574,0.06217169538766658
16,1,-0.04188168540016356,-0.029902434440374964,0.0802398700571881,-0.0433294717742464,-0.09925400107076844,-0.04751526188942265,-0.05046346479665678,0.38880447936364537,0.003095982367732647,0.26332548912420184,-0.009361739151162396,0.011498552533967699,-0.010265338481860772,-0.1584791560081279,-0.0259455838242052
17,1,-0.07372594229494539,-0.07145212128690584,0.023341017697722566,0.05074229479286507,-0.3463668274640561,-0.06375510717766769,-0.01006554805897153,-0.15136553907260542,0.0021583841681696025,-0.09505788644596569,0.040824410840698044,0.04914850351290806,-0.018334421144618918,-0.05922025412373255,0.1314666541768974
18,1,-0.009158945848043776,-0.016395506719727337,0.020701985012064994,0.04567015035723854,-0.37568769902672783,-0.07495880575504804,-0.008273016449503179,-0.16328331112225647,0.002724251262933297,-0.0820374423249201,0.04712245657229214,0.05145141259074959,-0.008535079815947838,-0.08325526105380199,0.16581269771298024
